loss,val_loss
0.01148180104792118,0.0029676840640604496
0.0035312180407345295,0.0023438523057848215
0.002710900269448757,0.0026232318487018347
0.002508103381842375,0.002126244828104973
0.0019947877153754234,0.0016906774835661054
0.0018300641095265746,0.003488295478746295
0.0016191122122108936,0.0017526590963825583
0.0016626107972115278,0.0023157454561442137
0.001607273006811738,0.0022393008694052696
0.0013450604164972901,0.0019196143839508295
0.00139894790481776,0.0016377095598727465
0.001413294579833746,0.0014009610749781132
0.001247734995558858,0.0030067688785493374
0.0012298402143642306,0.0014049994060769677
0.0012615325395017862,0.00197094795294106
0.001273467787541449,0.0016510895220562816
0.0012009554775431752,0.0012597175082191825
0.001257552532479167,0.0013648727908730507
0.0011561447754502296,0.0013700611889362335
0.0011641947785392404,0.0028828249778598547
0.0011190053774043918,0.0011608388740569353
0.0011371440486982465,0.0012085882481187582
0.0010377435246482491,0.0011366255348548293
0.0010863053612411022,0.0018579285824671388
0.001135741244070232,0.001156512415036559
0.0012453971430659294,0.0010862513445317745
0.0010055896127596498,0.0010643000714480877
0.000901288294699043,0.0011618691496551037
0.001006726990453899,0.0025415157433599234
0.0009954849956557155,0.001624465687200427
0.0008482702542096376,0.0010379522573202848
0.0008931657648645341,0.0012087454088032246
0.0010178980883210897,0.0009621458011679351
0.0008764828089624643,0.0011348315747454762
0.0009655773174017668,0.003046770114451647
0.0009612036519683897,0.0013017957098782063
0.0009633092558942735,0.0019097286276519299
0.0008993603987619281,0.0034723691642284393
0.0009675088222138584,0.0009379516704939306
0.0008967218454927206,0.0016140997176989913
0.0008232782711274922,0.0008459494565613568
0.0009028136264532804,0.0009564830106683075
0.0008496882510371506,0.0008473217021673918
0.0009190227719955146,0.0009024420287460089
0.0008534266380593181,0.000868671340867877
0.0007276394753716886,0.0008019657689146698
0.0009365520672872663,0.0010463153012096882
0.0010614669881761074,0.0007759315194562078
0.0008495961665175855,0.000839989457745105
0.000815815175883472,0.0007754060789011419
0.0008689063251949847,0.0009167259559035301
0.0007072605076245964,0.0012812722707167268
0.0009509078809060156,0.0018786269938573241
0.0010348577052354813,0.0009237806079909205
0.0008591541554778814,0.0013933521695435047
0.0008611571975052357,0.000663553539197892
0.0009043457102961838,0.0009474919061176479
0.0007858335739001632,0.001499444479122758
0.0008135766256600618,0.0006576075684279203
0.0008009405573830009,0.0008234628476202488
0.0008338945335708559,0.0006788866594433784
0.0008392970194108784,0.0023367218673229218
0.0007684552110731602,0.0007620914257131517
0.0007395966676995158,0.0005949321785010397
0.0008368171402253211,0.0015449489001184702
0.0008223119075410068,0.0012873240048065782
0.0007178059895522892,0.00083466264186427
0.0006994911236688495,0.0007377025904133916
0.0007706494070589542,0.001159275183454156
0.0008531708735972643,0.0005831160233356059
0.000817028630990535,0.002096419921144843
0.0006993889692239463,0.0012564033968374133
0.0007801343454048038,0.0006152206915430725
0.0008516719099134207,0.0005538715049624443
0.0007714933599345386,0.0008723208447918296
0.0006697364151477814,0.0005598352872766554
0.0007813154952600598,0.0005145875038579106
0.0006934297853149474,0.0006736877257935703
0.0006984459469094872,0.0005855978815816343
0.0007626163423992693,0.0011770161800086498
0.0007590337190777063,0.0005665409844368696
0.0007431913400068879,0.000586123438552022
0.0007503821980208158,0.0007311031222343445
0.0008550430065952241,0.0006107759545557201
0.0008032446494325995,0.0005876366049051285
0.0007441958878189325,0.0008461300167255104
0.0008645413327030838,0.0018147502560168505
0.0010746822226792574,0.0023008801508694887
